0;34;2;1;40.06;0;563.66
0;36;2;1;40.06;0;574.66
0;36;2;1;40.06;0;574.66
0;33;2;1;40.06;0;565.66
0;32;2;1;40.06;0;568.66
0;31;2;1;40.06;0;570.66
1;30;2;1;40.06;0;569.66
1;29;3;1;40.06;0;542.66
1;31;3;1;40.06;0;543.66
1;29;2;1;39.06;0;567.66
1;31;3;1;39.06;0;563.66
1;31;3;1;39.06;0;563.66
1;32;3;1;39.06;0;566.66
2;28;5.2;1;39.06;0;570.66
2;29;5.2;1;39.06;0;579.66
2;30;5.2;1;39.06;0;578.66
3;27;5.2;1;39.06;0;582.66
3;28;3;1;39.06;0;579.66
3;26;3;1;39.06;0;570.66
4;24;4;1;39.06;0;555.66
3;21;4;1;35.73;0;512.03
3;20;4;1;35.73;0;509.03
4;17;4;1;35.73;0;501.03
3;22;3;1;35.73;0;484.03
2;26;4;1;35.73;0;490.03
3;26;4;1;35.73;0;478.03
3;23;4;1;34.73;0;461.03
4;22;4;0;33.73;0;465.03
3;21;4;1;33.73;0;412.4
2;16;4;-1;28.63;0;352.2
3;14;3;-1;27.63;0;373.2
5;12;4;-1;27.63;0;362.2
2;12;3;0;22.53;0;308.1
3;6;2;-1;13.73;0;314.1
1;5;2;-1;13.73;0;204.3
1;3;4.33;-1;12.73;0;186.3
1;3;4.33;-1;12.73;0;178.3
1;4;5.33;1;12.73;0;178.3
0;3;5.33;1;11.73;0;162.3
0;4;5.33;-1;11.73;0;162.3
0;3;7.53;-1;11.73;0;161.3
1;5;7.53;-1;11.73;0;173.3
1;7;7.53;-2;11.73;0;167.3
2;6;5.33;-2;11.73;0;169.3
1;6;4.33;-2;11.73;0;145.3
1;5;4.33;-2;11.73;0;131.3
1;3;4.33;0;8.53;0;138.3
0;2;4.33;0;8.53;0;148.3
0;1;4.33;-4;8.53;0;130.3
2;2;5.33;-4;8.53;0;153.3
2;2;6.33;-3;8.53;0;135.3
0;0;5.33;-4;8.53;0;124.3
0;1;5.33;-2;8.53;0;129.3
0;3;5.33;0;8.53;0;121.3
1;2;3;-2;7.53;0;115.3
0;1;3;0;4.33;0;63.2
0;1;3;-1;4.33;0;56.2
1;1;3;-3;4.33;0;62.2
0;1;3;-3;4.33;0;66.2
0;1;3;-2;4.33;0;51.2
1;1;2;-4;4.33;0;65.2
0;1;3;-2;4.33;0;57.2
1;1;2;-3;4.33;0;67.2
0;1;3;-2;4.33;0;59.2
0;1;3;-3;4.33;0;56.2
0;1;3;-1;4.33;0;51.2
0;1;3;-2;4.33;0;59.2
1;0;3;-2;4.33;0;48.2
0;1;3;-1;4.33;0;58.2
0;3;2;-3;4.33;0;76.2
0;1;0;1;4.33;0;68.2
1;1;0;-1;4.33;0;64.2
2;1;0;-2;4.33;0;79.2
1;1;0;-1;4.33;0;64.2
1;1;0;-1;4.33;0;65.2
1;1;1;-1;4.33;0;64.2
2;1;1;-2;4.33;0;79.2
1;1;1;-1;4.33;0;62.2
2;1;1;-2;4.33;0;62.2
2;1;0;-2;4.33;0;83.2
1;1;0;-1;4.33;0;62.2
2;1;0;-2;4.33;0;64.2
2;1;0;-2;4.33;0;65.2
2;1;0;-2;4.33;0;67.2
2;1;0;-2;4.33;0;81.2
2;1;0;-3;4.33;0;69.2
3;1;0;-3;4.33;0;73.2
2;1;0;-2;4.33;0;70.2
2;1;0;-2;4.33;0;62.2
2;1;0;-2;4.33;0;67.2
2;1;0;-2;4.33;0;79.2
2;1;0;-2;4.33;0;82.2
1;1;0;-3;4.33;0;62.2
2;1;0;-3;4.33;0;69.2
3;1;0;-3;4.33;0;73.2
2;1;0;-2;4.33;0;64.2
2;1;0;-3;4.33;0;65.2
2;1;1;-3;4.33;0;76.2
2;1;0;-3;4.33;0;75.2
2;0;0;-3;1;0;52.2
1;1;0;-2;1;0;34.2
